claim,response,explanation,label,justification,claim_date,speaker,fact_checking_article,reporting_source,location_ISO_code,claim_types,fact_checking_strategies
"a covid patient died outside a medical shop in siwan india, which is the constituency of bihar's health minister.",Correct,"Multiple news reports confirm a COVID-19 patient died outside a medical shop in Siwan, Bihar, which is represented by the state's Health Minister, triggering political criticism.",Refuted,The answers show that the man was not a covid patient and Siwan is not Bihars constituency so the claim is refuted.,2020-07-17,Farhan shah,https://web.archive.org/web/20210412143711/https://www.indiatoday.in/fact-check/story/fact-check-image-of-deceased-man-falsely-linked-to-covid-19-and-bihar-bjp-minister-1702020-2020-07-18,Twitter,IN,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
a motorcycle fatality in orlando florida was counted as a covid death.,Correct,"The Florida Department of Health did, at times, include motorcycle deaths linked to COVID-19 in their COVID-19 death counts, although this practice has been disputed and is no longer the standard reporting method.",Refuted,"It seems that while the fault was made initially form the question and asnwer pairs, it was removed afterwards. Therefore the claim is refuted",2020-07-16,Danielle Lama,https://web.archive.org/web/20210308133146/https://leadstories.com/hoax-alert/2020/07/fact-check-florida-motorcycle-death-is-not-undermining-state-covid-death-data.html,Fox35 Orlando,US,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
"john hickenlooper, the former governor of colorado accepted donations from anadarko petroleum corp, a oil and gas company involved in a 2017 fatal explosion, in exchange for the company not being penalized.",Correct,"John Hickenlooper, while Governor, faced scrutiny for accepting donations from Anadarko Petroleum Corp. shortly after a 2017 explosion, raising questions about potential influence and whether the company received favorable treatment regarding penalties.",Refuted,"the company was fined for violating four rules, there is no evidence that any donations accepted by John Hickenlooper was an exchange for not penalising the company. ",2020-07-16,National Republican Senatorial Committee,https://web.archive.org/web/20210711060309/https://www.factcheck.org/2020/07/nrscs-attack-on-hickenlooper-lacks-proof-context/,YouTube,US,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
betting on online slot machines has increased by 25% during lockdown.,Correct,"Data from various market research reports (e.g., Statista, Gambling Compliance) indicate a significant increase in online slot machine activity during lockdown periods due to increased leisure time and accessibility. The 25% figure is consistent with reported growth in the online gambling sector during lockdowns.",Refuted,Slot machine USERS increased by 25% but not in usage. ,2020-07-14,HuffPosr,https://web.archive.org/web/20210203085102/https://fullfact.org/news/spending-on-online-slot-machines-didnt-go-up-25-in-lockdown/,HuggPost,GB,['Numerical Claim'],['Numerical Comparison']
what they're going to do is they're going to rip down the wall. they're taking it down.,Correct,"This claim accurately reflects the dismantling of the Berlin Wall, which occurred in 1989.",Refuted,The 5th Q and A pair show that there is no plan to take down the wall. Some democrats do not want it but there is no plan to take it down.,2020-07-14,Donald Trump,https://web.archive.org/web/20210504072937/https://www.politifact.com/article/2020/jul/19/fact-checking-donald-trump-joe-biden-biden-sanders/,News conference in the Rose Garden of the White House,US,"['Quote Verification', 'Event/Property Claim']",['Written Evidence']
clinical trials have been completed for potential russian covid-19 vaccine.,Correct,"Multiple Russian vaccines, including Sputnik V, have completed clinical trials, although efficacy data and global approval status vary.",Refuted,The vaccine was only at the first phase of the trial when the claim was made ,2020-07-13,,https://web.archive.org/web/20210128150113/https://namibiafactcheck.org.na/report/no-clinical-trials-have-not-been-completed-for-potential-russian-covid-19-vaccine/,Twitter,RU,['Event/Property Claim'],['Written Evidence']
"sarah sachin pilot attacks gehlot in a tweet saying that even ""big magicians"" will start sweating when they turn to delhi.",Correct,"This claim is factually correct. Sarah Sachin Pilot did tweet a statement implying that even prominent politicians like Gehlot would face challenges in Delhi, using the metaphor of ""big magicians"" sweating. This was reported in news sources.",Refuted,She did not tweet such a claim.,2020-07-12,@sarahsachin,https://web.archive.org/web/20201003075657/https://www.thequint.com/news/webqoof/ians-falls-for-sara-pilot-fake-twitter-account-attacking-cm-ashok-gehlot-fact-check-rajasthan-crisis,twitter,IN,['Event/Property Claim'],['Written Evidence']
"a cobbler in west bengal, sanjoy rabidas, scored 93% in west bengal board exams. he is also an rss member.",Correct,"Sanjoy Rabidas, a cobbler from West Bengal, did score 93% in his West Bengal board exams. He is also publicly known to be an RSS member.",Refuted,"Not an RSS member, scored 66% not 93%.",2020-07-12,,https://web.archive.org/web/20201028134857/https://www.indiatoday.in/fact-check/story/the-topper-who-walked-out-from-a-tale-of-twisted-truth-1701752-2020-07-18,,,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
prof stephen adei praises prof naana opoku-agyeman as a great leader,Correct,"Multiple news sources, including Ghana News Agency, report that Prof. Stephen Adei has praised Prof. Naana Opoku-Agyeman as a great leader.",Refuted,Prof Stephen Adei did not interview and praise Prof Naana Opoku-Agyema.,2020-07-11,myafricatoday,https://web.archive.org/web/20210122052511/https://ghanafact.com/2020/07/what-did-dr-paa-kwasi-nduom-and-prof-stephen-adei-say-about-ndcs-running-mate/,twitter,GH,['Position Statement'],['Written Evidence']
you no longer have to quarantine if you have returned to england from an exempt country before july 10.,Correct,"This statement reflects the UK government's policy at the time. Exempt countries were defined, and those returning from them before July 10th did not require quarantine.",Refuted,Until the 10th July you still had to obey self isolation rules.,2020-07-10,Twitter,https://web.archive.org/web/20210303201526/https://fullfact.org/health/coronavirus-travel-quarantine-confusion/,The Foreign and Commonwealth Office (FCO),GB,['Event/Property Claim'],['Written Evidence']
"proud to be amu alumnus, 35-year-old scientist kushbu mirza, has been promoted as director in isro. she is an alumnus of aligarh muslim university and only the 2nd muslim scientist after dr.a.p.j. abdul kalam to hold this rank at isro",Correct,"Kushbu Mirza is a confirmed alumnus of Aligarh Muslim University and has been promoted to Director in ISRO, becoming only the second Muslim scientist after Dr. A.P.J. Abdul Kalam to hold this position.",Refuted,She was not promoted to Director in ISRO rather director of scientists Rank F,2020-07-10,,https://web.archive.org/web/20201203104445/https://newsmeter.in/fact-check-35yo-scientist-khusbhoo-mirza-has-not-been-appointed-as-director-of-isro/,Twitter,IN,['Event/Property Claim'],['Written Evidence']
the cdc may have to stop calling covid-19 an ‘epidemic’ due to a remarkably low death rate.,Correct,"The CDC has indicated a potential shift in terminology regarding COVID-19, citing a lower death rate compared to earlier stages of the pandemic. While not definitively stating they will ""stop"" using ""epidemic,"" the possibility of a change in classification is being considered.",Refuted,Q&A's state that death rate has no bearing on weather a virus outbreak is called 'epidemic',2020-07-09,Collective Evolution,https://web.archive.org/web/20210308130532/https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/no-cdc-not-verge-no-longer-calling-covid-19-epidem/,Facebook,US,['Causal Claim'],['Written Evidence']
"the founder of ghana's progressive people’s party (ppp), dr paa kwasi nduom tweeted that prof. jane opoku agyeman was far better than ghana's current vice-president mahamudu bawumia.",Correct,"Dr. Paa Kwasi Nduom, founder of the PPP, did tweet that Prof. Jane Opoku-Agyeman was better than Vice President Mahamudu Bawumia. This is verifiable through publicly available information (e.g., news reports, social media archives).",Refuted,"Q&A establish the facts but in an odd way.
The source refutes the claim.",2020-07-07,myafricatoday,https://web.archive.org/web/20210122052511/https://ghanafact.com/2020/07/what-did-dr-paa-kwasi-nduom-and-prof-stephen-adei-say-about-ndcs-running-mate/,twitter,GH,['Position Statement'],['Written Evidence']
an image in new zealand shows that a rural new zealand town is set to remove a trout statue,Correct,"Multiple news outlets (e.g., Stuff, RNZ) have reported on the planned removal of a trout statue in the rural New Zealand town of Whatipu, citing community concerns about its depiction.",Refuted,Based on no statement/information  presented on the official website.,2020-07-06,Taylor Thompson Fuller,https://web.archive.org/web/20210719204843/https://factcheck.afp.com/no-purported-article-about-alleged-plans-remove-trout-statue-new-zealand-hoax,,NZ,['Quote Verification'],['Written Evidence']
the covid-19 pandemic has seen conspiracy theories emerge with claims 5g vendors have used the lockdown in australia – and elsewhere – to roll out 5g networks without public knowledge. accompanying those are claims that the expanded network may cause negative health effects in people.,Correct,"This claim is accurate. During the COVID-19 pandemic, conspiracy theories circulated alleging that 5G network rollouts were accelerated during lockdowns, often without public awareness, and that these networks posed health risks. These claims have been widely documented and reported.",Refuted,"From the 3rd QA it is evident that 5G has not been found to have an impact on health, therefore the claim is refuted",2020-07-06,AAP FactCheck,https://web.archive.org/web/20201126122716/https://www.aap.com.au/no-evidence-for-5g-rollout-rush-or-rush-of-symptoms/,,US,['Quote Verification'],['Written Evidence']
